Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2016-0445-PHL,2016,0445,,Natural,Hydrological,Flood,,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Pampanga district (Region III (Central Luzon) province), Pangasinan district (Region I (Ilocos region) province)",Monsoonal rains,,,,,Yes,,,Km2,,,,,2016,8,18,2016,8,22,19,,1300000,,1300000,,,,,,,"88,57345288",2,,24214;24223,"Pampanga, Pangasinan (Adm2). "
2016-0321-PRK,2016,0321,FL-2016-000097,Natural,Hydrological,Flood,Riverine flood,,,Korea (the Democratic People's Republic of),PRK,Eastern Asia,Asia,"Hamgyong-bukto province (North Hamgyong), Ryanggang","Heavy rains, remmants of Typhoon Lionrock",,,Yes,,,,,Km2,,,,Tuman river and tributaries,2016,8,29,2016,9,6,538,,667715,,667715,,,,,61000,68869,"88,57345288",1,1058;1065,,"Hamgyong-bukto, Yanggang-do (Adm1). "
2016-0531-PRK,2016,0531,,Natural,Hydrological,Flood,,,,Korea (the Democratic People's Republic of),PRK,Eastern Asia,Asia,,,,,,,,,,Km2,,,,,2016,7,22,2016,7,24,14,,,,,,,,,,,"88,57345288",1,1054;1055;1056;1058;1059;1060;1061;1062;1063;1064;1065,,"Chagang-do, Hamgyong-bukto, Hamgyong-namdo, Hwanghae-bukto, Hwanghae-namdo, Kaesong-si, Kangwon-do, P'yongan-bukto, P'yongan-namdo, P'yongyang-si, Yanggang-do (Adm1). "
2016-0426-ROU,2016,0426,,Natural,Hydrological,Flood,Riverine flood,,,Romania,ROU,Eastern Europe,Europe,"Slobozia-Conachi, Cuza Voda, Pechea (Galati province), Bucuresti, Bacau, Botosani provinces",Heavy rains,,,,,,,57183,Km2,45.151,27.562,,"Geru, Suhu ",2016,10,9,2016,10,16,1,,300,,300,,,,,,,"88,57345288",1,2449;2452;2455;2464,,"Bacau, Botosani, Bucuresti, Galati (Adm1). "
2016-0406-RUS,2016,0406,,Technological,Technological,Transport accident,Air,,Helicopter MI-8,Russian Federation (the),RUS,Eastern Europe,Europe,Novy Urengoy (Siberia),,,,,,,,,,,,,,2016,10,22,2016,10,22,19,,,,,,,,,,,"88,57345288",,,,
2016-0504-RUS,2016,0504,,Technological,Technological,Transport accident,Air,,Tupolev,Russian Federation (the),RUS,Eastern Europe,Europe,Adler (Near Sotchi),Pilot error,,,,,,,,,,,,,2016,12,25,2016,12,25,92,,,,,,,,,,,"88,57345288",,,,
2016-0467-RUS,2016,0467,,Technological,Technological,Transport accident,Road,,,Russian Federation (the),RUS,Eastern Europe,Europe,Siberia,,,,,,,,,,,,,,2016,12,4,2016,12,4,11,21,,,21,,,,,,,"88,57345288",,,,
2016-0314-RUS,2016,0314,,Technological,Technological,Industrial accident,Fire,,Warehouse,Russian Federation (the),RUS,Eastern Europe,Europe,Moscou,,,,,,,,,m3,,,,,2016,8,27,2016,8,27,16,,,,,,,,,,,"88,57345288",,,,
2016-0560-RUS,2016,0560,,Technological,Technological,Miscellaneous accident,Explosion,,Apartment block,Russian Federation (the),RUS,Eastern Europe,Europe,Yaroslovl,,,,,,,,,,,,,,2016,2,16,2016,2,16,,,,,,,,,,,,"88,57345288",,,,
2016-0379-VNM,2016,0379,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Dianmu,Viet Nam,VNM,South-Eastern Asia,Asia,"Hai Phong City, Quang Ninh, Yen Bai, Phu Tho, Lai Chau, Dien Bien, Son La, Hoa Binh, Than Hoa, Lao Cai, Bac Giang, Nghe An provinces",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,"Luc Nam, Thoung, Ma, Buoi, Tao river",2016,8,18,2016,8,21,11,15,11075,,11090,,,,,157,177,"88,57345288",1,3329;3351;3353;3366;3369;3375;3378;3382;3390;73936;73938;73939,,"Bac Giang, Dien Bien, Hai Phong City, Hoa Binh, Lai Chau, Lao Cai, Nghe An, Phu Tho, Quang Ninh, Son La, Thanh Hoa, Yen Bai (Adm1). "
2016-0322-USA,2016,0322,,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Hermine,United States of America (the),USA,Northern America,Americas,"Georgia, Florida, South Carolina, New York, New Jersey; Cedar Key, Florida, Aurora (North Carolina); Virginia Tidewater region",,Flood,Surge,,,,,85,Kph,,,,,2016,9,1,2016,9,6,3,,13500,570,14070,,,270000,304832,600000,677404,"88,57345288",1,3223;3224;3244;3246;3247;3254,,"Florida, Georgia, New Jersey, New York, North Carolina, South Carolina (Adm1). "
2016-0350-TWN,2016,0350,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Megi,Taiwan (Province of China),TWN,Eastern Asia,Asia,,,"Slide (land, mud, snow, rock)",,,,,,,Kph,,,,,2016,9,27,2016,9,27,7,160,,,160,,,,,110000,124191,"88,57345288",1,925,,Taiwan Sheng (Adm1). 
2016-0331-USA,2016,0331,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"Minnesota; Buffalo, Chippewa, Clark, Columbia, Crawford, Eau Claire, Jackson, La Crosse, Monroe, Richland, Sauk, Trempealeau, and Vernon (Wisconsin); Allamakee, Benton, Black Hawk, Bremer, Buchanan, Butler, Cedar, Chickasaw, Delaware, Floyd, Franklin, Linn, Wright (Iowa)",Excessive rains and thunderstorms,"Slide (land, mud, snow, rock)",,,,Yes,,,Km2,,,,,2016,9,19,2016,9,23,1,,,,,,,,,550000,620954,"88,57345288",1,3229;3237;3263,,"Iowa, Minnesota, Wisconsin (Adm1). "
2016-0494-VCT,2016,0494,FL-2016-000130,Natural,Hydrological,Flood,,,,Saint Vincent and the Grenadines,VCT,Caribbean,Americas,"Sandy Bay city, Magum, Orange Hill, Overland, London, Point, Owia, Fancy villages (Charlotte province), Spring Village, Coulls Hill, Troumaca, Rose Bank, Sharpes, Fitz Hughes villages (Saint Patrick province), Chateaubelair village (Saint David province) ",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,11,29,2016,11,29,,,25000,,25000,,,,,6500,7339,"88,57345288",1,61286;61288;61290,,"Charlotte, Saint David, Saint Patrick (Adm1). "
2016-0573-VNM,2016,0573,,Natural,Hydrological,Flood,,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Thanh Hóa, Lào Cai, Yên Bái, Bac Kan, Dien Bien, Ha Thin, Son La, Thai Nguyen",Torrential rainfall,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,8,12,2016,8,14,8,4,410,95,509,,,,,,,"88,57345288",1,3328;3349;3378;3381;3382;3390;73936;73939,,"Bac Kan, Dien Bien, Ha Tinh, Lao Cai, Son La, Thai Nguyen, Thanh Hoa, Yen Bai (Adm1). "
2016-0483-SLB,2016,0483,EQ-2016-000128,Natural,Geophysical,Earthquake,Ground movement,,,Solomon Islands,SLB,Melanesia,Oceania,"Malaita, Makira-Ulawa, Temotu provinces",,Tsunami/Tidal wave,,,,,,8,Richter,-10.676,161.33,04.39,,2016,12,8,2016,12,8,,1,9769,,9770,,,,,,,"88,57345288",2,,25652,Administrative unit not available (Adm2). 
2016-0477-USA,2016,0477,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"Alabama, Mississippi, Tennessee, Georgia, South Carolina, Louisiana, North Carolina provinces",,Hail,,,,,,,Kph,,,,,2016,11,26,2016,12,1,8,33,,,33,,,200000,225801,275000,310477,"88,57345288",1,3214;3224;3232;3238;3247;3254;3256,,"Alabama, Georgia, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee (Adm1). "
2016-0427-UKR,2016,0427,,Natural,Hydrological,Flood,,,,Ukraine,UKR,Eastern Europe,Europe,Odessa province,Heavy rains,Storm,,,,,,19889,Km2,47.256,31.348,,,2016,10,12,2016,10,16,3,,200,,200,,,,,,,"88,57345288",1,3163,,Odes'ka (Adm1). 
2016-0451-COD,2016,0451,,Natural,Hydrological,Flood,Flash flood,,,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,"Gemena city (Sud-Ubangi district, Equateur province)",Heavy rains,Storm,,,,,,,Km2,,,,"Mombonga, Sukia and Labo rivers",2016,11,9,2016,11,9,,7,2628,,2635,,,,,,,"88,57345288",2,,14972,Sud-Ubangi (Adm2). 
2016-0521-USA,2016,0521,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"Northern (Missouri, Maryland, Oklahoma, Indiana, Michigan, New Mexico, Ohio, Virginia)",,Cold wave,,,,,,,Kph,,,,,2016,12,13,2016,12,19,22,,,,,,,,,100000,112901,"88,57345288",1,3228;3234;3236;3239;3245;3249;3250;3260,,"Indiana, Maryland, Michigan, Missouri, New Mexico, Ohio, Oklahoma, Virginia (Adm1). "
2016-0481-SAU,2016,0481,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Saudi Arabia,SAU,Western Asia,Asia,Qunfudah governorat (Makkah province),,Flood,,,,,,,Kph,,,,,2016,11,28,2016,11,29,3,2,120,,122,,,,,50000,56450,"88,57345288",1,2629,,Makkah (Adm1). 
2016-0342-TWN,2016,0342,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Ferdie (Meranti),Taiwan (Province of China),TWN,Eastern Asia,Asia,,,Flood,,,,,,305,Kph,,,,,2016,9,14,2016,9,14,,,,,,,,,,70000,79030,"88,57345288",1,925,,Taiwan Sheng (Adm1). 
2016-0355-USA,2016,0355,TC-2016-000106,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Matthew',United States of America (the),USA,Northern America,Americas,"Florida, Georgia, South Carolina, North Carolina, Virginia provinces",,Flood,,,,,,,Kph,,,,,2016,10,8,2016,10,12,49,,,,,,,5000000,5645032,10000000,11290065,"88,57345288",1,3223;3224;3247;3254;3260,,"Florida, Georgia, North Carolina, South Carolina, Virginia (Adm1). "
2016-0362-VNM,2016,0362,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Aere,Viet Nam,VNM,South-Eastern Asia,Asia,"Thua Thien-Hue, Quang Tri, Quang Binh, Ha Tinh, Nghe An provinces",,Flood,,,,,,,Kph,,,,,2016,10,13,2016,10,15,34,,610000,,610000,,,,,350000,395152,"88,57345288",1,3349;3366;3371;3376;3383,,"Ha Tinh, Nghe An, Quang Binh, Quang Tri, Thua Thien - Hue (Adm1). "
2016-0371-VNM,2016,0371,,Natural,Meteorological,Storm,,,Typhoon Carina (Nida),Viet Nam,VNM,South-Eastern Asia,Asia,"Muong Kuon, Bao Xat, Bao Thang, Sa Pa",,Flood,,,,,,,Kph,,,,,2016,8,2,2016,8,2,25,,180000,2500,182500,,,,,144000,162577,"88,57345288",2,,32441;32442;32443;32444,"Bao Thang, Bat Xat, Muong Khuong, Sa Pa (Adm2). "
2016-0523-ZWE,2016,0523,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Zimbabwe,ZWE,Eastern Africa,Africa,"Mangwe, Bulilima, Guruve, Nkayi",,Flood,,,,,,,Kph,,,,,2016,12,9,2016,12,14,31,,2000,,2000,,,,,,,"88,57345288",2,,33092;68806;68808;68810,"Bulilima, Guruve, Mangwe, Nkayi (Adm2). "
2016-0344-SDN,2016,0344,,Natural,Biological,Epidemic,Bacterial disease,,,Sudan (the),SDN,Northern Africa,Africa,"Bue Nyle, Kassala",,,,,,,,,Vaccinated,,,,,2016,9,19,2016,9,19,19,632,,,632,,,,,,,"88,57345288",,,,
2016-0449-SEN,2016,0449,,Natural,Hydrological,Flood,,,,Senegal,SEN,Western Africa,Africa,"Mbane, Gaya, Gnith, Bokhol, Ronkh, Richard-Toll municipalities (Dagana district, Saint Louis province), Touba city (Kaolack district, Kaolack province), Kaffrine, Fatick provinces",Heavy rains,,,,,,,,Km2,,,,,2016,7,,2016,9,11,5,106,10540,,10646,,,,,,,"88,57345288",1,1373;1378;47586;47589,,"Fatick, Kaffrine, Kaolack, Saint louis (Adm1). "
2016-0513-SGP,2016,0513,,Natural,Biological,Epidemic,Viral disease,,Dengue,Singapore,SGP,South-Eastern Asia,Asia,,,,,,,,,,Vaccinated,,,,,2016,1,1,2016,1,31,,13051,,,13051,,,,,,,"88,57345288",,,,
2016-0392-SLB,2016,0392,,Natural,Biological,Epidemic,Viral disease,,Dengue,Solomon Islands,SLB,Melanesia,Oceania,"Guadalcanal (including Honiara), Malaita, Isabel provinces",,,,,,,,,Vaccinated,,,,,2016,10,8,2016,11,,,1212,,,1212,,,,,,,"88,57345288",,,,
2016-0548-SOM,2016,0548,,Natural,Biological,Epidemic,Bacterial disease,,Diarrhoea/Cholera,Somalia,SOM,Eastern Africa,Africa,,,,,,,,,,Vaccinated,,,,,2016,1,,2016,11,,497,14165,,,14165,,,,,,,"88,57345288",,,,
2016-0565-SOM,2016,0565,,Technological,Technological,Transport accident,Water,,Migrants,Somalia,SOM,Eastern Africa,Africa,Near Sanag,,,,,,,,,,,,,,2016,1,8,2016,1,8,106,,,,,,,,,,,"88,57345288",,,,
2016-0378-THA,2016,0378,,Natural,Hydrological,Flood,Flash flood,,,Thailand,THA,South-Eastern Asia,Asia,"Nan, Phayao, Mae Hong Son, Chiang Rai provinces",Residual effects of Tropial storm Dianmu,,,,,Yes,,,Km2,,,,Mekong river,2016,8,15,2016,8,16,3,,22500,,22500,,,,,,,"88,57345288",1,2860;2872;2881;2891,,"Chiang Rai, Mae Hong Son, Nan, Phayao (Adm1). "
2016-0438-THA,2016,0438,,Technological,Technological,Transport accident,Road,,,Thailand,THA,South-Eastern Asia,Asia,,,,,,,,,,,,,,,2016,11,22,2016,11,22,18,20,,,20,,,,,,,"88,57345288",,,,
2016-0330-THA,2016,0330,,Technological,Technological,Transport accident,Water,,,Thailand,THA,South-Eastern Asia,Asia,Near Ayutthaya,,,,,,,,,,,,,,2016,10,21,2016,10,21,30,35,,,35,,,,,,,"88,57345288",,,,
2016-0569-THA,2016,0569,,Technological,Technological,Transport accident,Water,,,Thailand,THA,South-Eastern Asia,Asia,Ayutthaya,,,,,,,,,,,,,,2016,9,18,2016,9,18,28,33,,,33,,,,,,,"88,57345288",,,,
2016-0360-THA,2016,0360,,Natural,Hydrological,Flood,,,,Thailand,THA,South-Eastern Asia,Asia,"Nakhon Sawan province, Ayutthaya (Phra Nakhon Si Ayudhya province)",Mnsoonal rain,,,,,,,17187,Km2,14.867,100.395,,,2016,10,6,2016,10,16,4,,204000,,204000,,,,,120000,135481,"88,57345288",1,2879;2896,,"Nakhon Sawan, Phra Nakhon Si Ayudhya (Adm1). "
2016-0472-THA,2016,0472,,Natural,Hydrological,Flood,,,,Thailand,THA,South-Eastern Asia,Asia,"Nakhon Si Thammarat, Krabi, Surat Thani, Songkhla, Phatthalung, Pattani, Chumphon, Trang, Yala, Narathiwat provinces",Torrential rains,,,,,Yes,,67395,Km2,14.445,100.753,,,2016,12,1,2016,12,10,14,,582343,,582343,,,,,25000,28225,"88,57345288",1,2862;2867;2880;2882;2887;2890;2913;2916;2920,,"Chumphon, Krabi, Nakhon Si Thammarat, Narathiwat, Pattani, Phatthalung, Songkhla, Surat Thani, Trang (Adm1). "
2016-0564-TUR,2016,0564,,Technological,Technological,Transport accident,Water,,Migrants,Turkey,TUR,Western Asia,Asia,Near Ayvalik,,,,,,,,,,,,,,2016,1,5,2016,1,5,22,,,,,,,,,,,"88,57345288",,,,
2016-0566-TUR,2016,0566,,Technological,Technological,Transport accident,Water,,Migrants,Turkey,TUR,Western Asia,Asia,Ayvacik,,,,,,,,,,,,,,2016,1,30,2016,1,30,39,,,,,,,,,,,"88,57345288",,,,
2016-0462-TUR,2016,0462,,Technological,Technological,Miscellaneous accident,Fire,,Dormitory of a school,Turkey,TUR,Western Asia,Asia,Adana,,,,,,,,,,,,,,2016,11,30,2016,11,30,12,22,,,22,,,,,,,"88,57345288",,,,
2016-0329-TZA,2016,0329,EQ-2016-000098,Natural,Geophysical,Earthquake,Ground movement,,,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,"Bukoba, Karagwe, Missenyi district (Kagera province) ",,,,,,,,6,Richter,1.036,31.618,15.27,,2016,9,10,2016,9,10,17,440,139161,,139601,,,,,458000,517085,"88,57345288",2,,48404;48405;115034;115102,"Bukoba Rural, Bukoba Urban, Karagwe, Missenyi (Adm2). "
2016-0329-UGA,2016,0329,EQ-2016-000098,Natural,Geophysical,Earthquake,Ground movement,,,Uganda,UGA,Eastern Africa,Africa,"Minziro, Kanabulemu parish (Kakuuto district, Rakai province)",,,,,,,,6,Richter,-1.036,31.618,,,2016,9,10,2016,9,10,4,,,590,590,,,,,,,"88,57345288",2,,28525,Kakuuto (Adm2). 
2016-0505-UGA,2016,0505,,Technological,Technological,Transport accident,Water,,,Uganda,UGA,Eastern Africa,Africa,Albert lake,,,,,,,,,,,,,,2016,12,25,2016,12,25,30,,15,,15,,,,,,,"88,57345288",,,,
2016-0550-USA,2016,0550,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,United States of America (the),USA,Northern America,Americas,"Texas, Oklahoma, Kansas, Missouri, Nebraska, Illinois, Indiana, Kentucky, Ohio",,,,,,,,,Kph,,,,,2016,4,24,2017,4,28,6,19,,,19,,,800000,903205,,,"88,57345288",1,3227;3228;3230;3231;3239;3241;3249;3250;3257,,"Illinois, Indiana, Kansas, Kentucky, Missouri, Nebraska, Ohio, Oklahoma, Texas (Adm1). "
2016-0493-USA,2016,0493,,Natural,Geophysical,Earthquake,Ground movement,,,United States of America (the),USA,Northern America,Americas,Cushing (Oklahoma),,,,,,,,5,Richter,35.991,-96.803,,,2016,11,7,2016,11,7,,,120,,120,,,,,20000,22580,"88,57345288",1,3250,,Oklahoma (Adm1). 
2016-0463-USA,2016,0463,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,"Gatlinburg city (Sevier district, Tennessee province)",,,,,,,,,Km2,,,,,2016,11,,2016,12,31,14,191,,6383,6574,,,600000,677404,1200000,1354808,"88,57345288",2,,31182,Sevier (Adm2). 
2016-0408-USA,2016,0408,,Technological,Technological,Transport accident,Road,,,United States of America (the),USA,Northern America,Americas,Near Plam Springs (California),,,,,,,,,,,,,,2016,10,23,2016,10,23,13,31,,,31,,,,,,,"88,57345288",,,,
2016-0353-USA,2016,0353,,Technological,Technological,Transport accident,Rail,,,United States of America (the),USA,Northern America,Americas,Hoboken (New Jersey),,,,,,,,,,,,,,2016,9,29,2016,9,29,1,110,,,110,,,,,,,"88,57345288",,,,
2016-0466-USA,2016,0466,,Technological,Technological,Miscellaneous accident,Fire,,Party in a festival,United States of America (the),USA,Northern America,Americas,Oakland,,,,,,,,,,,,,,2016,12,2,2016,12,2,36,2,,,2,,,,,,,"88,57345288",,,,
2016-0552-USA,2016,0552,,Natural,Hydrological,Flood,,,,United States of America (the),USA,Northern America,Americas,"Texas, Louisiana (Shreveport, Haugton), Arkansas, Mississipi",,,,,,Yes,,,Km2,,,,"Sabine river, Little, Red, Big Cypress Creek, Neches, Pearl, Wolf, Leaf, Ouachita",2016,3,8,2016,3,13,5,,,,,,,333000,375959,2300000,2596715,"88,57345288",1,3217;3232;3238;3257,,"Arkansas, Louisiana, Mississippi, Texas (Adm1). "
2016-0355-VCT,2016,0355,TC-2016-000106,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Matthew',Saint Vincent and the Grenadines,VCT,Caribbean,Americas,Layou (Saint Andrew),,,,,,,,,Kph,,,,,2016,9,28,2016,9,29,1,,,,,,,,,,,"88,57345288",1,61287,,Saint Andrew (Adm1). 
2016-0354-VEN,2016,0354,,Technological,Technological,Transport accident,Road,,,Venezuela (Bolivarian Republic of),VEN,South America,Americas,Between Ciudad Bolivar and Santa Elena de Uairen,,,,,,,,,,,,,,2016,9,30,2016,9,30,11,14,,,14,,,,,,,"88,57345288",,,,
2016-0522-VEN,2016,0522,,Natural,Hydrological,Flood,,,,Venezuela (Bolivarian Republic of),VEN,South America,Americas,"Miranda, Nueva Esparta, Monagas provinces",,,,,,,,,Km2,,,,,2016,11,26,2016,12,5,,,,,,,,,,,,"88,57345288",1,3317;3318;3319,,"Miranda, Monagas, Nueva Esparta (Adm1). "
2016-0400-VNM,2016,0400,TC-2016-000111,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Quang Binh (Minh Hoa, Tuyen Hoa), Ha Tinh (Huong Khe), Nghe An, Quang Tri (Vinh Linh, Hai Lang, Trieu Phong), Thua Thien Hue provinces",Monsoonal rains,,,,,,,63642,Km2,16.004,107.68,,,2016,10,9,2016,10,16,35,30,659390,195,659615,,,,,104280,117733,"88,57345288",1,3349;3366;3371;3376;3383,,"Ha Tinh, Nghe An, Quang Binh, Quang Tri, Thua Thien - Hue (Adm1). "
2016-0514-VNM,2016,0514,,Natural,Biological,Epidemic,Viral disease,,Dengue,Viet Nam,VNM,South-Eastern Asia,Asia,,,,,,,,,,Vaccinated,,,,,2016,1,1,2016,9,30,27,79204,,,79204,,,,,,,"88,57345288",,,,
2016-0414-VNM,2016,0414,,Technological,Technological,Miscellaneous accident,Fire,,Karaoke bar,Viet Nam,VNM,South-Eastern Asia,Asia,Hanoi,,,,,,,,,,,,,,2016,11,1,2016,11,1,13,,,,,,,,,,,"88,57345288",,,,
2016-0497-VNM,2016,0497,FL-2016-000133-VNM,Natural,Hydrological,Flood,,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Thua Thien - Hue, Quang Nam, Quang Ngai, Binh Dinh provinces",Heavy rains,,,,,,,44341,Km2,,,,,2016,12,12,2016,12,20,27,16,559255,2850,562121,,,,,35000,39515,"88,57345288",1,3333;3372;3374;3383,,"Binh Dinh, Quang Nam, Quang Ngai, Thua Thien - Hue (Adm1). "
2016-0517-VNM,2016,0517,,Natural,Hydrological,Flood,,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Ha Tinh (Huong Khe, Huong Son, Vu Quang, Cam Xuyen, Duc Tho), Quang Binh (Bo Trach, Quang Trach (Ba Don), Tuyen Hoan, Le Thuy, Minh Hoa), Quang Tri (Vinh Linh, Hai Lang, Trieu Phong, Cam Lo); Quang Ngai, Gia Lai, Dak Lak, Binh Dinh, Phu Yen, Khanh Hoa, Ninh Thuan",,,,,,,,,Km2,,,,,2016,10,30,2016,11,5,21,,205205,1135,206340,,,,,22000,24838,"88,57345288",2,,32346;32511;32513;32514;32516;32517;74075;74078;74079;74080;74197;74200;74202;74203,"Bo Trach, Cam Lo, Cam Xuyen, Duc Tho, Hai Lang, Huong Khe, Huong Son, Le Thuy, Minh Hoa, Quang Trach, Trieu Phong, Tuyen Hoa, Vinh Linh, Vu Quang (Adm2). "
2016-0528-VUT,2016,0528,EP-2017-000006-VUT,Natural,Biological,Epidemic,Viral disease,,Dengue,Vanuatu,VUT,Melanesia,Oceania,"Efate, Urban Port vila; Sola (Torba); Luganville (Sanma); Emae (Shefa); Norsup (Malampa province); Lenakel (Tanna, Tafea province)",,,,,,,,,Vaccinated,,,,,2016,11,30,2017,3,19,,351,,,351,,,,,,,"88,57345288",,,,
2016-0440-YEM,2016,0440,,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Yemen,YEM,Western Asia,Asia,"Al Bayda, Al Hudaydah, Al Dhale's, Hajjah, Lahj, Taiz, Ibb, Amamat Al Asimah, Aden, Amran, Sanaa",,,,,,,,,Vaccinated,,,,,2016,10,6,2017,1,11,11,180,,,180,,,,,,,"88,57345288",,,,
2016-0473-YEM,2016,0473,,Technological,Technological,Transport accident,Water,,Cargo,Yemen,YEM,Western Asia,Asia,Near Cocotra,,,,,,,,,,,,,,2016,12,7,2016,12,7,60,,,,,,,,,,,"88,57345288",,,,
2016-0478-ZAF,2016,0478,,Natural,Hydrological,Flood,Flash flood,,,South Africa,ZAF,Southern Africa,Africa,"Gauteng, KwaZulu Natal provinces",,,,,,,,,Km2,,,,Jukskei Rive,2016,11,9,2016,11,9,6,,600,,600,,,,,100000,112901,"88,57345288",1,2708;77311,,"Gauteng, KwaZulu-Natal (Adm1). "
2016-0507-COD,2016,0507,,Natural,Hydrological,Flood,Flash flood,,,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,Boma district (Bas-Congo province),Torrential rains,,,,,,,,Km2,,,,Kalamu river,2016,12,27,2016,12,28,50,,,10000,10000,,,,,,,"88,57345288",2,,74353,Boma (Adm2). 
2016-0419-COD,2016,0419,,Natural,Biological,Epidemic,Viral disease,,Yellow fever,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,"Kongo Central, Kinshasa provinces, Ndjili, Kinshasa; Matadi, Kongo (Central province)",,,,,,,,,Vaccinated,,,,,2016,1,,2016,5,11,,551,,,551,,,,,,,"88,57345288",,,,
2016-0439-COD,2016,0439,,Natural,Biological,Epidemic,Viral disease,,Measles,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,Tanganyika province,,,,,,,,,Vaccinated,,,,,2016,,,2016,10,31,55,2087,,,2087,,,,,,,"88,57345288",,,,
2016-0498-COD,2016,0498,,Technological,Technological,Industrial accident,Collapse,,Gold mine,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,Makungu (Fitzi),,,,,,,,,m3,,,,,2016,12,18,2016,12,18,20,,,,,,,,,,,"88,57345288",,,,
2016-0446-SRB,2016,0446,FL-2016-000122,Natural,Hydrological,Flood,Flash flood,,,Serbia,SRB,Southern Europe,Europe,"Gjakova city (Pecki province), Rahovec, Malisheva cities (Prizremski province), Podujeva, Vushtrri cities (Kosovski province)",Heavy rains,,,,,,,,Km2,,,,,2016,11,7,2016,11,7,,,1655,,1655,,,,,,,"88,57345288",1,25378;25385;25389,,"Kosovski, Pecki, Prizremski (Adm1). "
2016-0575-SSD,2016,0575,,Natural,Biological,Epidemic,Bacterial disease,,Cholera,South Sudan,SSD,Northern Africa,Africa,Al Wahdah state,Flood #2016-0327,,,,,,,,Vaccinated,,,,,2016,8,15,2016,8,15,15,,,,,,,,,,,"88,57345288",1,2747,,Unity (Adm1). 
